word,type,phon_br,phon_n_am,definition,example,vietnamese,synonyms,antonyms
efface,verb,/ɪˈfeɪs/,/ɪˈfeɪs/,"to wipe out, obliterate, rub away",The husband was so angry at his wife for leaving him that he effaced all evidence of her presence; he threw out pictures of her and gave away all her belongings.,"Xóa bỏ, Xóa sạch, Tẩy xóa","eradicate, obliterate, expunge","perpetuate, preserve, emblazon"
effervescent,adjective,/ˌefəˈvesnt/,/ˌefərˈvesənt/,"bubbly, lively",My friend is so effervescent that she makes everyone smile.,"Sôi nổi, hoạt bát, năng động","vivacious, ebullient, sprightly","somber, subdued, languid"
efficacious,adjective,/ˌefɪˈkeɪʃəs/,/ˌefɪˈkeɪʃəs/,effective,"My doctor promised me that the cold medicine was efficacious, but I'm still sniffling.","Hiệu nghiệm, công hiệu, có hiệu quả","potent, productive, salutary","futile, unproductive, ineffectual"
effrontery,noun,/ɪˈfrʌntəri/,/ɪˈfrʌntəri/,"impudence, nerve, insolence","When I told my aunt that she was boring, my mother scolded me for my effrontery.","Sự trơ trẽn, sự hỗn xược, sự cả gan","audacity, brazenness, temerity","deference, humility, decorum"
effulgent,adjective,/ɪˈfʌldʒənt/,/ɪˈfʌldʒənt/,"radiant, splendorous",The golden palace was effulgent.,"chói lọi, lộng lẫy, huy hoàng","luminous, refulgent, resplendent","dim, opaque, somber"
egregious,adjective,/ɪˈɡriːdʒəs/,/ɪˈɡriːdʒəs/,extremely bad,The student who threw sloppy joes across the cafeteria was punished for his egregious behavior.,"tày đình, quá đáng, nghiêm trọng","flagrant, heinous, deplorable","mild, subtle, inconspicuous"
elaborate,adjective,/ɪˈlæbəreɪt/,/ɪˈlæbəreɪt/,"complex, detailed, intricate",Dan always beats me at chess because he develops such an elaborate game plan that I can never predict his next move.,"Công phu, tỉ mỉ, phức tạp","intricate, complex, sophisticated","simple, basic, rudimentary"
elated,adjective,/ɪˈleɪtɪd/,/ɪˈleɪtɪd/,"overjoyed, thrilled","When she found out she had won the lottery, the writer was elated.","hân hoan, sung sướng, phấn khởi","jubilant, euphoric, exultant","dejected, crestfallen, despondent"
elegy,noun,/ˈelədʒi/,/ˈelədʒi/,a speech given in honor of a dead person,"At the funeral, the widow gave a moving elegy describing her love for her husband.","Điếu văn, Bài điếu văn, Lời điếu","lament, dirge, threnody","celebration, paean, encomium"
elicit,verb,/ɪˈlɪsɪt/,/ɪˈlɪsɪt/,"to bring forth, draw out, evoke","Although I asked several times where the exit was, I elicited no response from the stone-faced policeman.","Gợi ra, Thu được, Nhận được","extract, evoke, draw forth","suppress, stifle, inhibit"
eloquent,adjective,/ˈeləkwənt/,/ˈeləkwənt/,"expressive, articulate, moving",The priest gave such an eloquent sermon that most churchgoers were crying.,"Hùng hồn, truyền cảm, diễn cảm","articulate, rhetorical, persuasive","inarticulate, stammering, tongue-tied"
elucidate,verb,/ɪˈluːsɪdeɪt/,/ɪˈlusɪdeɪt/,"to clarify, explain","I didn't understand why my friend was so angry with me, so I asked Janine to elucidate her feelings.","giải thích, làm rõ, làm sáng tỏ","clarify, explicate, illuminate","obscure, obfuscate, confuse"
elude,verb,/ɪˈluːd/,/ɪˈlud/,"to evade, escape","Despite an intense search, the robber continues to elude the police.","Lẩn tránh, Trốn thoát, Thoát khỏi","evade, shun, circumvent","confront, encounter, apprehend"
emaciated,adjective,/ɪˈmeɪʃieɪtɪd/,/ɪˈmeɪʃieɪtɪd/,"very thin, enfeebled looking",My sister eats a lot of pastries and chocolate but still looks emaciated.,"Gầy gò, gầy trơ xương, gầy tong teo","gaunt, skeletal, cadaverous","corpulent, robust, portly"
embellish,verb,/ɪmˈbelɪʃ/,/ɪmˈbelɪʃ/,"1. to decorate, adorn 2. to add details to, enhance",My mom embellished the living room by adding lace curtains.,"trang trí, tô điểm, thêm thắt","adorn, decorate, ornament","strip, simplify, disfigure"
embezzle,verb,/ɪmˈbezl̩/,/ɪmˈbezl̩/,to steal money by falsifying records,"The accountant was fired for embezzling $10,000 of the company's funds.","tham ô, biển thủ, thụt két","misappropriate, defalcate, peculate","recompense, reimburse, restore"
emend,verb,/ɪˈmend/,/ɪˈmend/,to correct or revise a written text,"If my sentence is incorrect, the editor will emend what I have written.","hiệu đính, chỉnh sửa, biên tập","revise, amend, rectify","mar, corrupt, botch"
eminent,adjective,/ˈemɪnənt/,/ˈemɪnənt/,"1. distinguished, prominent, famous 2. conspicuous",Mr. Phillips is such an eminent scholar that every professor on campus has come to hear him lecture.,"kiệt xuất, nổi tiếng, nổi bật","prominent, renowned, illustrious","obscure, unknown, inconspicuous"
emollient,adjective,/ɪˈmɒliənt/,/ɪˈmɑːliənt/,soothing,This emollient cream makes my skin very smooth.,"Dịu nhẹ, làm dịu, êm dịu","soothing, palliative, mollifying","irritating, abrasive, harsh"
emote,verb,/ɪˈməʊt/,/ɪˈmoʊt/,to express emotion,"The director told the actor he had to emote, or else the audience would have no idea what his character was going through.","Thể hiện cảm xúc, bộc lộ cảm xúc, diễn tả cảm xúc","gesticulate, dramatize, overact","suppress, stifle, conceal"
empathy,noun,/ˈempəθi/,/ˈempəθi/,sensitivity to another's feelings as if they were one's own,I feel such empathy for my sister when she's in pain that I cry too.,"Đồng cảm, Sự thấu cảm, Trắc ẩn","compassion, understanding, fellow-feeling","apathy, indifference, callousness"
empirical,adjective,/ɪmˈpɪrɪkl̩/,/ɪmˈpɪrɪkəl/,1. based on observation or experience 2. capable of being proved or disproved by experiment,The scientist gathered empirical data on the growth rate of dandelions by studying the dandelions behind his house.,"Thực nghiệm, Thực chứng","observational, experimental, experiential","theoretical, hypothetical, abstract"
emulate,verb,/ˈɛmjuleɪt/,/ˈɛmjəleɪt/,to imitate,"I idolize Britney Spears so much that I emulate everything she does: I wear her outfits, sing along to her songs, and date a boy named Justin.","bắt chước, noi gương, học theo","imitate, mimic, rival","originate, diverge, differentiate"
enamor,verb,/ɪˈnæmə/,/ɪˈnæmər/,"to fill with love, fascinate, usually used in passive form followed by ""of"" or ""with""",I grew enamored of that boy when he quoted my favorite love poem.,"phải lòng, say mê, mê đắm","captivate, enthrall, beguile","repel, displease, alienate"
encore,noun,/ɒŋˈkɔː/,/ɑŋˈkɔr/,the audience's demand for a repeat performance; also the artist's performance in response to that demand,"At the end of the concert, all the fans yelled, ""Encore! Encore!"" but the band did not come out to play again.","Yêu cầu diễn thêm, Màn biểu diễn thêm, Tiết mục bổ sung","reprise, reappearance, supplement","cessation, finale, conclusion"
encumber,verb,/ɪnˈkʌmbə/,/ɪnˈkʌmbər/,"to weigh down, burden","At the airport, my friend was encumbered by her luggage, so I offered to carry two of her bags.","Làm vướng víu, làm nặng nề, cản trở","impede, hinder, obstruct","facilitate, assist, expedite"
enervate,verb,/ˈenəveɪt/,/ˈenərveɪt/,"to weaken, exhaust",Writing these sentences enervates me so much that I will have to take a nap after I finish.,"Làm kiệt sức, làm suy nhược, làm hao mòn sức lực","debilitate, enfeeble, exhaust","invigorate, fortify, energize"
enfranchise,verb,/ɪnˈfrænʧaɪz/,/ɪnˈfrænʧaɪz/,to grant the vote to,The Nineteenth Amendment enfranchised women.,"Cấp quyền bầu cử, Ban quyền bầu cử, Trao quyền bầu cử","empower, liberate, emancipate","disenfranchise, subjugate, oppress"
engender,verb,/ɪnˈʤɛndə/,/ɪnˈʤɛndər/,"to bring about, create, generate","During the Olympics, the victories of U.S. athletes engender a patriotic spirit among Americans.","gây ra, tạo ra, khơi dậy","generate, produce, incite","quell, suppress, stifle"
enigmatic,adjective,/ˌɛnɪgˈmætɪk/,/ˌɛnɪgˈmætɪk/,"mystifying, cryptic",That man wearing the dark suit and dark glasses is so enigmatic that no one even knows his name.,"Bí ẩn, Thần bí, Khó hiểu","perplexing, cryptic, arcane","lucid, explicit, straightforward"
enmity,noun,/ˈɛnmɪti/,/ˈɛnmɪti/,"ill will, hatred, hostility","Mark and Andy have clearly not forgiven each other, because the enmity between them is obvious to anyone in their presence.","sự thù địch, mối thù hằn, sự căm ghét","animosity, antagonism, rancor","amity, benevolence, concord"
ennui,noun,/ɒnˈwiː/,/ɑːnˈwiː/,"boredom, weariness","I feel such ennui that I don't look forward to anything, not even my birthday party.","Chán nản, sự chán chường, sự buồn tẻ","languor, listlessness, apathy","fervor, alacrity, enthusiasm"
entail,verb,/ɪnˈteɪl/,/ɪnˈteɪl/,to include as a necessary step,Building a new fence entails tearing down the old one.,"kéo theo, đòi hỏi, bao hàm","necessitate, implicate, involve","obviate, preclude, forestall"
enthrall,verb,/ɪnˈθrɔːl/,/ɪnˈθrɔːl/,"to charm, hold spellbound",The sailor's stories of fighting off sharks and finding ancient treasures enthralled his young son.,"Mê hoặc, Cuốn hút, Làm say đắm","captivate, mesmerize, beguile","repel, alienate, disinterest"
ephemeral,adjective,/ɪˈfɛmərəl/,/ɪˈfɛmərəl/,"short-lived, fleeting","She promised she'd love me forever, but her ""forever"" was only ephemeral: she left me after one week.","Ngắn ngủi, thoáng qua, chóng tàn","transient, fleeting, evanescent","perpetual, enduring, everlasting"
epistolary,adjective,/ɪˈpɪstələrɪ/,/ɪˈpɪstəˌlɛri/,relating to or contained in letters,"Some people call me ""Auntie's boy,"" because my aunt and I have such a close epistolary relationship that we write each other every day.","Thư từ, Thư tín, Bằng thư","correspondent, written, documentary","oral, spoken, verbal"
epitome,noun,/ɪˈpɪtəmi/,/ɪˈpɪtəmi/,"a perfect example, embodiment","My mother, the epitome of good taste, always dresses more elegantly than I do.","hiện thân, hình mẫu, điển hình","quintessence, embodiment, exemplar","antithesis, opposite, aberration"
equanimity,noun,/ˌiːkwəˈnɪməti/,/ˌɛkwəˈnɪməti/,composure,"Even though he had just been fired, Mr. Simms showed great equanimity by neatly packing up his desk and wishing everyone in the office well.","Bình tĩnh, Điềm tĩnh, Bình thản","composure, serenity, aplomb","agitation, perturbation, disquiet"
equivocal,adjective,/ɪˈkwɪvəkəl/,/ɪˈkwɪvəkəl/,"ambiguous, uncertain, undecided",His intentions were so equivocal that I didn't know whether he was being chivalrous or sleazy.,"Nước đôi, mơ hồ, không rõ ràng","ambiguous, vague, enigmatic","unequivocal, explicit, unambiguous"
erudite,adjective,/ˈɛrʊdaɪt/,/ˈɛrʊdaɪt/,learned,My Latin teacher is such an erudite scholar that he has translated some of the most difficult and abstruse ancient poetry.,"uyên bác, bác học, thông thái","learned, scholarly, sagacious","ignorant, unlettered, uninformed"
eschew,verb,/ɪˈʃuː/,/ɪˈʃuː/,"to shun, avoid",George hates the color green so much that he eschews all green food.,"Kiêng, tránh xa, né tránh","abstain, forswear, renounce","embrace, pursue, adopt"
esoteric,adjective,/ˌiːsəˈtɛrɪk/,/ˌɛsəˈtɛrɪk/,understood by only a select few,Even the most advanced students cannot understand the physicist's esoteric theories.,"Bí truyền, thâm sâu, cao siêu","abstruse, arcane, recondite","common, familiar, exoteric"
espouse,verb,/ɪˈspaʊz/,/ɪˈspaʊz/,"to take up as a cause, support",I love animals so much that I espouse animal rights.,"Ủng hộ, bênh vực, chủ trương","advocate, champion, endorse","abandon, repudiate, reject"
ethereal,adjective,/ɪˈθɪəriəl/,/ɪˈθɪriəl/,"heavenly, exceptionally delicate or refined","In her flowing silk gown and lace veil, the bride looked ethereal.","Thần tiên, thanh thoát, thiên thần","celestial, gossamer, insubstantial","corporeal, tangible, ponderous"
etymology,noun,/ˌɛtɪˈmɒlədʒi/,/ˌɛtəˈmɑlədʒi/,"the history of words, their origin and development","From the study of etymology, I know that the word ""quixotic"" derives from Don Quixote and the word ""gaudy"" refers to the Spanish architect Gaudí.","Từ nguyên học, Từ nguyên","derivation, philology, linguistics","neologism, modernism, obscurity"
euphoric,adjective,/juːˈfɒrɪk/,/juːˈfɔrɪk/,"elated, uplifted",I was euphoric when I found out that my sister had given birth to twins.,"Vui sướng tột độ, Hân hoan, Phấn chấn tột độ","ecstatic, jubilant, elated","despondent, melancholy, somber"
evanescent,adjective,/ˌɛvəˈnɛsənt/,/ˌɛvəˈnɛsənt/,"fleeting, momentary",My joy at getting promoted was evanescent because I discovered that I would have to work much longer hours in a less friendly office.,"Thoáng qua, chóng tàn, ngắn ngủi","fleeting, ephemeral, transient","perpetual, enduring, permanent"
evince,verb,/ɪˈvɪns/,/ɪˈvɪns/,"to show, reveal",Christopher's hand-wringing and nail-biting evince how nervous he is about the upcoming English test.,"thể hiện, bộc lộ, cho thấy","manifest, display, demonstrate","conceal, suppress, obscure"
exacerbate,verb,/ɪɡˈzæsəbeɪt/,/ɪɡˈzæsərbeɪt/,"to make more violent, intense",The gruesome and scary movie I saw last night exacerbated my fears of the dark.,"Làm trầm trọng thêm, làm tồi tệ hơn, làm tăng thêm","aggravate, intensify, worsen","alleviate, mitigate, ameliorate"
exalt,verb,/ɪɡˈzɔːlt/,/ɪɡˈzɔːlt/,"to glorify, praise",Michael Jordan is the figure in basketball we exalt the most.,"Tôn vinh, Ca ngợi, Đề cao","venerate, laud, extol","debase, humble, disparage"
exasperate,verb,/ɪɡˈzɑːspəreɪt/,/ɪɡˈzæspəreɪt/,"to irritate, irk",George's endless complaints exasperated his roomate.,"Làm phát cáu, chọc tức, làm bực mình","infuriate, incense, vex","placate, mollify, appease"
