word,type,cefr,phon_br,phon_n_am,definition,example,vietnamese,synonyms,antonyms
embed,verb,c1,/ɪmˈbed/,/ɪmˈbed/,to fix something in a substance or solid object,"be embedded in something, an operation to remove glass that was embedded in his leg","gắn vào, chôn vào, khảm vào","incorporate, integrate, implant","extract, dislodge, extricate"
embody,verb,c1,/ɪmˈbɒdi/,/ɪmˈbɑːdi/,to express or represent an idea or a quality,"embody something, a politician who embodied the hopes of black youth","hiện thân, thể hiện, kết tinh","represent, manifest, epitomize","obscure, conceal, suppress"
empirical,adjective,c1,/ɪmˈpɪrɪkl/,/ɪmˈpɪrɪkl/,based on experiments or experience rather than ideas or theories,empirical evidence/knowledge/research,"Thực nghiệm, Thực chứng, Thực tiễn","observational, experimental, experiential","theoretical, speculative, hypothetical"
empower,verb,c1,/ɪmˈpaʊə(r)/,/ɪmˈpaʊər/,to give somebody the power or authority to do something,"be empowered (to do something), The courts were empowered to impose the death sentence for certain crimes.","Trao quyền, Ủy quyền, Cấp quyền","authorize, delegate, sanction","disempower, restrict, undermine"
enact,verb,c1,/ɪˈnækt/,/ɪˈnækt/,to pass a law,"(be) enacted (by somebody/something), legislation enacted by parliament","Thông qua, Ban hành, Ra luật","legislate, institute, promulgate","repeal, revoke, rescind"
encompass,verb,c1,/ɪnˈkʌmpəs/,/ɪnˈkʌmpəs/,to include a large number or range of things,The job encompasses a wide range of responsibilities.,"Bao gồm, Bao quát, Bao hàm","comprise, incorporate, embrace","exclude, omit, restrict"
encouragement,noun,c1,/ɪnˈkʌrɪdʒmənt/,/ɪnˈkɜːrɪdʒmənt/,the act of encouraging somebody to do something; something that encourages somebody,a few words of encouragement,"Sự khuyến khích, Sự động viên, Lời động viên","incentive, motivation, impetus","deterrent, hindrance, dissuasion"
encouraging,adjective,c1,/ɪnˈkʌrɪdʒɪŋ/,/ɪnˈkɜːrɪdʒɪŋ/,"that gives somebody support, courage or hope",This month's unemployment figures are not very encouraging.,"Khuyến khích, Động viên, Khích lệ","uplifting, heartening, inspiring","demoralizing, disheartening, daunting"
endeavour,noun,c1,/ɪnˈdevə(r)/,/ɪnˈdevər/,"an attempt to do something, especially something new or difficult",There have been great advances in the field of scientific endeavour.,"Nỗ lực, Sự cố gắng, Sự nghiệp","undertaking, exertion, striving","inaction, apathy, negligence"
endless,adjective,c1,/ˈendləs/,/ˈendləs/,very large in size or amount and seeming to have no end,endless patience,"vô tận, bất tận, vô vàn","interminable, perpetual, incessant","finite, ephemeral, transient"
endorse,verb,c1,/ɪnˈdɔːs/,/ɪnˈdɔːrs/,"to say publicly that you support a person, statement or course of action",I wholeheartedly endorse his remarks.,"ủng hộ, tán thành, chứng thực","advocate, champion, sanction","condemn, denounce, repudiate"
endorsement,noun,c1,/ɪnˈdɔːsmənt/,/ɪnˈdɔːrsmənt/,a public statement or action showing that you support somebody/something,The election victory is a clear endorsement of their policies.,"ủng hộ, tán thành, sự chứng thực","acclaim, sanction, ratification","repudiation, censure, condemnation"
endure,verb,c1,/ɪnˈdjʊə(r)/,/ɪnˈdʊr/,to experience and deal with something that is painful or unpleasant without giving up,"endure something, They had to endure a long wait before the case came to trial.","Chịu đựng, Cam chịu, Vượt qua","Withstand, Persevere, Undergo","Succumb, Capitulate, Yield"
enforce,verb,c1,/ɪnˈfɔːs/,/ɪnˈfɔːrs/,to make sure that people obey a particular law or rule,"enforce something, It's the job of the police to enforce the law.","Thi hành, Thực thi, Áp dụng","implement, execute, uphold","disregard, neglect, waive"
enforcement,noun,c1,/ɪnˈfɔːsmənt/,/ɪnˈfɔːrsmənt/,the act of making people obey a particular law or rule,strict enforcement of regulations,"Thi hành, Thực thi, Cưỡng chế","implementation, execution, upholding","laxity, neglect, permissiveness"
engagement,noun,c1,/ɪnˈɡeɪdʒmənt/,/ɪnˈɡeɪdʒmənt/,an agreement to marry somebody; the period during which two people are engaged,Their engagement was announced in the local paper.,"Đính hôn, Lễ đính hôn, Hứa hôn","betrothal, pledge, vow","dissolution, abrogation, repudiation"
engaging,adjective,c1,/ɪnˈɡeɪdʒɪŋ/,/ɪnˈɡeɪdʒɪŋ/,interesting or pleasant in a way that attracts your attention,an engaging smile,"hấp dẫn, lôi cuốn, thú vị","captivating, compelling, riveting","tedious, monotonous, uninspiring"
enquire,verb,c1,/ɪnˈkwaɪə(r)/,/ɪnˈkwaɪər/,to ask somebody for some information,"enquire about somebody/something, I called the station to enquire about train times.","Hỏi, Tìm hiểu, Thăm dò","query, ascertain, probe","conceal, withhold, suppress"
enrich,verb,c1,/ɪnˈrɪtʃ/,/ɪnˈrɪtʃ/,"to improve the quality of something, often by adding something to it",The study of science has enriched all our lives.,"Làm phong phú, Nâng cao, Làm giàu","enhance, ameliorate, augment","impoverish, debilitate, deteriorate"
enrol,verb,c1,/ɪnˈrəʊl/,/ɪnˈrəʊl/,"to arrange for yourself or for somebody else to officially join a course, school, etc.",You need to enrol before the end of August.,"Đăng ký, Ghi danh, Nhập học","register, matriculate, enlist","withdraw, expel, exclude"
ensue,verb,c1,/ɪnˈsjuː/,/ɪnˈsuː/,to happen after or as a result of another event,An argument ensued.,"kéo theo, xảy ra sau đó, tiếp theo","transpire, arise, result","precede, preclude, forestall"
enterprise,noun,c1,/ˈentəpraɪz/,/ˈentərpraɪz/,a company or business,He is in charge of an enterprise with a turnover of $26 billion.,"Doanh nghiệp, Công ty, Xí nghiệp","Corporation, Venture, Conglomerate","Inactivity, Stagnation, Inertia"
enthusiast,noun,c1,/ɪnˈθjuːziæst/,/ɪnˈθuːziæst/,a person who is very interested in something and spends a lot of time doing it,a football enthusiast,"Người đam mê, Tín đồ, Người yêu thích","devotee, aficionado, connoisseur","apathetic, indifferent, detractor"
entitle,verb,c1,/ɪnˈtaɪtl/,/ɪnˈtaɪtl/,to give somebody the right to have or to do something,"be entitled to something, You will be entitled to your pension when you reach 65.","Trao quyền, Cấp quyền, Ban quyền","authorize, empower, sanction","disqualify, prohibit, revoke"
entity,noun,c1,/ˈentəti/,/ˈentəti/,something that exists separately from other things and has its own identity,The unit has become part of a larger department and no longer exists as a separate entity.,"Thực thể, Cá thể, Đối tượng","being, substance, organism","amalgamation, integration, homogeneity"
epidemic,noun,c1,/ˌepɪˈdemɪk/,/ˌepɪˈdemɪk/,a large number of cases of a particular disease or medical condition happening at the same time in a particular community,the outbreak of a flu epidemic,"Dịch bệnh, Dịch, Bệnh dịch","outbreak, pandemic, scourge","containment, eradication, prevention"
equality,noun,c1,/iˈkwɒləti/,/iˈkwɑːləti/,"the fact of being equal in rights, status, advantages, etc.",racial/social/gender equality,"Bình đẳng, Sự bình đẳng, Tính bình đẳng","parity, equity, equivalence","inequality, disparity, discrimination"
equation,noun,c1,/ɪˈkweɪʒn/,/ɪˈkweɪʒn/,"a statement showing that two amounts or values are equal, for example 2x + y = 54",the numbers on the right-hand side of the equation,"Phương trình, Đẳng thức, Hệ thức","equivalence, parity, equilibrium","disparity, imbalance, inequality"
erect,verb,c1,/ɪˈrekt/,/ɪˈrekt/,to build something,The church was erected in 1582.,"Xây dựng, Dựng, Thi công","construct, fabricate, assemble","demolish, dismantle, raze"
escalate,verb,c1,/ˈeskəleɪt/,/ˈeskəleɪt/,"to become greater, worse, more serious, etc.; to make something greater, worse, more serious, etc.",the escalating costs of healthcare,"Leo thang, làm trầm trọng thêm, gia tăng","intensify, amplify, aggravate","de-escalate, mitigate, alleviate"
essence,noun,c1,/ˈesns/,/ˈesns/,"the most important quality or feature of something, that makes it what it is",His paintings capture the essence of France.,"Bản chất, Cốt lõi, Tinh túy","Core, Crux, Quintessence","Superficiality, Irrelevance, Triviality"
establishment,noun,c1,/ɪˈstæblɪʃmənt/,/ɪˈstæblɪʃmənt/,"an organization, a large institution or a hotel","The visa is for foreign nationals wishing to study at a university, college or similar educational establishment.","Cơ sở, Tổ chức, Thiết chế","institution, enterprise, corporation","disarray, anarchy, chaos"
eternal,adjective,c1,/ɪˈtɜːnl/,/ɪˈtɜːrnl/,without an end; existing or continuing forever,the promise of eternal life in heaven,"Vĩnh cửu, Mãi mãi, Bất diệt","perpetual, everlasting, ceaseless","ephemeral, transient, finite"
evacuate,verb,c1,/ɪˈvækjueɪt/,/ɪˈvækjueɪt/,to move people from a place of danger to a safer place,"evacuate something, Police evacuated nearby buildings.","Sơ tán, Di tản, Tản cư","displace, relocate, withdraw","occupy, deploy, inhabit"
evoke,verb,c1,/ɪˈvəʊk/,/ɪˈvəʊk/,"to bring a feeling, a memory or an image into your mind",The music evoked memories of her youth.,"Gợi lên, Khơi dậy, Gợi nhớ","arouse, elicit, conjure","suppress, repress, stifle"
evolutionary,adjective,c1,/ˌiːvəˈluːʃənri/,/ˌevəˈluːʃəneri/,connected with evolution; connected with slow steady development and change,evolutionary theory,"Tiến hóa, mang tính tiến hóa, mang tính phát triển","developmental, progressive, transformative","static, immutable, stagnant"
excellence,noun,c1,/ˈeksələns/,/ˈeksələns/,the quality of being extremely good,a reputation for academic excellence,"Sự xuất sắc, Sự ưu tú, Sự tuyệt hảo","superiority, preeminence, distinction","mediocrity, inferiority, deficiency"
exceptional,adjective,c1,/ɪkˈsepʃənl/,/ɪkˈsepʃənl/,unusually good,At the age of five he showed exceptional talent as a musician.,"Xuất sắc, Vượt trội, Ưu tú","outstanding, extraordinary, remarkable","mediocre, inferior, unremarkable"
excess,adjective,c1,/ˈekses/,/ˈekses/,"in addition to an amount that is necessary, usual or legal",Excess food is stored as fat.,"Dư thừa, Thừa, Vượt quá","surplus, superfluity, overabundance","deficiency, scarcity, paucity"
excess,noun,c1,/ɪkˈses/,/ɪkˈses/,"more than is necessary, reasonable or acceptable",You can throw away any excess.,"Dư thừa, Thừa, Quá mức","surplus, profusion, plethora","deficiency, scarcity, dearth"
exclusion,noun,c1,/ɪkˈskluːʒn/,/ɪkˈskluːʒn/,the act of preventing somebody/something from entering a place or taking part in something,"exclusion (of somebody/something) (from something), He was disappointed with his exclusion from the England squad.","Loại trừ, Bài trừ, Gạt bỏ","ostraci, prohibition, debarment","inclusion, integration, admission"
exclusive,adjective,c1,/ɪkˈskluːsɪv/,/ɪkˈskluːsɪv/,only to be used by one particular person or group; only given to one particular person or group,The hotel has exclusive access to the beach.,"Độc quyền, Dành riêng, Đặc quyền","restrictive, proprietary, privileged","inclusive, unrestricted, ubiquitous"
exclusively,adverb,c1,/ɪkˈskluːsɪvli/,/ɪkˈskluːsɪvli/,"for only one particular person, group or use",The resort caters almost exclusively for a high-society public.,"Chỉ dành riêng cho, Độc quyền, Duy nhất","solely, uniquely, singularly","inclusively, broadly, universally"
execute,verb,c1,/ˈeksɪkjuːt/,/ˈeksɪkjuːt/,"to kill somebody, especially as a legal punishment","be executed (for something), He was executed for treason.","Thi hành án tử hình, Xử tử, Tử hình","slay, liquidate, annihilate","pardon, reprieve, exonerate"
execution,noun,c1,/ˌeksɪˈkjuːʃn/,/ˌeksɪˈkjuːʃn/,"the act of killing somebody, especially as a legal punishment",He faced execution by hanging for murder.,"Thi hành án tử hình, Xử tử, Tử hình","capital punishment, lethal injection, beheading","reprieve, pardon, commutation"
exert,verb,c1,/ɪɡˈzɜːt/,/ɪɡˈzɜːrt/,to use power or influence to affect somebody/something,He exerted all his authority to make them accept the plan.,"Tác động, Vận dụng, Gây ảnh hưởng","wield, exercise, employ","withhold, relinquish, forgo"
exile,noun,c1,/ˈeksaɪl/,/ˈeksaɪl/,"the state of being sent to live in another country that is not your own, especially for political reasons or as a punishment",a place of exile,"Lưu đày, lưu vong, đày ải","banishment, expulsion, deportation","repatriation, residency, citizenship"
exit,verb,c1,/ˈeksɪt/,/ˈeksɪt/,"to go out; to leave a building, stage, vehicle, etc.","(+ adv./prep.), The bullet entered her back and exited through her chest.","Đi ra, Thoát ra, Rời khỏi","depart, withdraw, egress","access, infiltrate, penetrate"
expenditure,noun,c1,/ɪkˈspendɪtʃə(r)/,/ɪkˈspendɪtʃər/,the act of spending or using money; an amount of money spent,a reduction in public/government/military expenditure,"Chi tiêu, Khoản chi, Chi phí","outlay, disbursement, outgoings","revenue, inflow, receipts"
